molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL4168022,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(O)c3)c2c1,inactive,426.3540000000001,5.673000000000003,2.0,6.0,7.559090917934782
CHEMBL4167604,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccccc3)c2c1,active,410.3550000000001,5.967400000000002,1.0,5.0,7.2247537402597635
CHEMBL4159686,N#Cc1cccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)c1,inactive,368.3560000000001,4.215280000000002,1.0,7.0,7.195179321278838
CHEMBL4164155,COc1ccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)cc1,inactive,373.3720000000001,4.3522000000000025,1.0,7.0,7.1220530483708115
CHEMBL4174809,COc1ccc(Nc2nc(-c3cccnc3)nc3ccc([N+](=O)[O-])cc23)cc1,inactive,373.3720000000001,4.3522000000000025,1.0,7.0,7.238824186844268
CHEMBL4170981,CC(=O)Nc1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,inactive,399.41000000000014,4.907000000000003,2.0,6.0,7.104025267640935
CHEMBL4164189,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3cccc(C(F)(F)F)c3)c2c1,active,410.3550000000001,5.967400000000002,1.0,5.0,7.308918507877031
CHEMBL4175885,COc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1,active,440.38100000000014,5.9760000000000035,1.0,6.0,7.229147988357855
CHEMBL772,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,active,608.6880000000004,4.171100000000004,1.0,10.0,4.899629454882437
CHEMBL4210872,COc1ccc(-c2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)o2)cc1,active,439.3930000000001,5.683300000000004,1.0,5.0,7.045757490560675
CHEMBL4215827,COc1ccc(C(=O)Nc2ccccc2-c2nnc(-c3ccc(OC)cc3)o2)cc1,inactive,401.42200000000014,4.673100000000003,1.0,6.0,6.3585258894959
CHEMBL4202725,O=C(Nc1ccccc1-n1cc(-c2ccccc2)nn1)c1ccccc1,active,340.386,4.186600000000002,1.0,4.0,4.815308569182401
CHEMBL4203623,COc1ccc(-n2nnc(-c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3)n2)cc1,inactive,439.39700000000005,4.6090000000000035,1.0,6.0,4.400116927926312
CHEMBL4218158,COc1ccc(-n2nnc(-c3ccccc3-n3nnc(-c4ccc(C(F)(F)F)cc4)n3)n2)cc1,inactive,464.4110000000001,3.9994000000000023,0.0,9.0,4.801342913045577
CHEMBL4213221,COc1ccc(-n2nnc(-c3ccccc3NS(=O)(=O)c3ccc(OC)cc3)n2)cc1,active,437.4810000000002,3.1473000000000013,1.0,8.0,5.115204636051019
CHEMBL4205927,c1ccc(-c2ccccc2-c2nnn(-c3ccccc3)n2)cc1,active,298.349,3.9963000000000024,0.0,4.0,5.078833949362261
CHEMBL4217634,COc1ccc(-n2nnc(-c3ccccc3NC(C)=O)n2)cc1,active,309.32900000000006,2.2963000000000005,1.0,6.0,5.490797477668897
CHEMBL4210290,CC(=O)Nc1ccccc1-c1nnn(-c2ccccc2)n1,active,279.303,2.2877,1.0,5.0,5.1605219526258015
CHEMBL4205396,COc1ccc(-n2nnc(-c3ccccc3NC(=O)C3CCCCC3)n2)cc1,active,377.44800000000026,3.8567000000000027,1.0,6.0,6.247951552180561
CHEMBL4214686,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)C1CCCCC1,active,347.4220000000002,3.848100000000003,1.0,5.0,6.542118103266008
CHEMBL4209777,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)C12CC3CC(CC(C3)C1)C2,active,399.4980000000003,4.484200000000004,1.0,5.0,5.97469413473523
CHEMBL4202490,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cccc4ccccc34)n2)cc1,active,421.46000000000015,4.743400000000004,1.0,6.0,6.573488738635425
CHEMBL4214177,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccc2ccccc12,active,391.4340000000001,4.734800000000003,1.0,5.0,6.366531544420414
CHEMBL4203060,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cnc4ccccc4c3)n2)cc1,inactive,422.44800000000015,4.1384000000000025,1.0,7.0,6.642065152999546
CHEMBL4207943,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cnc2ccccc2c1,inactive,392.4220000000001,4.129800000000002,1.0,6.0,6.7544873321858505
CHEMBL4207415,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccncc1,inactive,342.362,2.9766000000000004,1.0,6.0,6.542118103266008
CHEMBL4212309,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccnc1,inactive,342.362,2.9766000000000004,1.0,6.0,6.351639989019068
CHEMBL4210844,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccn1,inactive,342.362,2.9766000000000004,1.0,6.0,6.134896025358872
CHEMBL4215789,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cccs3)n2)cc1,inactive,377.4290000000001,3.6517000000000017,1.0,7.0,6.454692883534176
CHEMBL4203580,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc2c(c1)OCO2,inactive,385.38300000000015,3.3103000000000016,1.0,7.0,6.586700235918748
CHEMBL4205357,COc1ccc(-n2nnc(-c3cc(OC)ccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,inactive,446.4230000000002,3.5070000000000014,1.0,9.0,6.889410289700751
CHEMBL4202709,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)nc3)n2)cc1,inactive,402.41400000000016,2.993800000000001,1.0,8.0,7.210419287835575
CHEMBL428402,O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,inactive,526.6400000000002,6.340200000000006,2.0,4.0,6.152427340857888
CHEMBL3884089,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1,inactive,341.374,3.5816000000000017,1.0,5.0,7.174573882232177
CHEMBL410316,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,inactive,379.4600000000002,2.9417000000000018,1.0,3.0,6.13608262304214
CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,inactive,646.7440000000001,6.374600000000006,2.0,8.0,6.279014255846261
CHEMBL4204938,COc1cc2c(cc1OC)CN(CCOc1ccc(/C=C/C(=O)c3cccc(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,inactive,613.714,6.8375000000000075,1.0,7.0,5.38933983691012
CHEMBL4206326,COCCOc1cc2c(cc1OC)CCN(CCOc1ccc(/C=C/C(=O)c3cccc(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,inactive,657.767,6.854100000000008,1.0,8.0,5.671620396561262
CHEMBL4202610,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCOc1ccc(/C=C/C(=O)c3cccc(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,inactive,745.8730000000002,6.887300000000007,1.0,10.0,5.548213564475709
CHEMBL4213215,COc1cc2c(cc1OC)CN(CCOc1ccc(/C=C/C(=O)c3ccc(C)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,inactive,627.7410000000001,7.145920000000008,1.0,7.0,6.055517327849832
CHEMBL4209477,COCCOc1cc2c(cc1OC)CCN(CCOc1ccc(/C=C/C(=O)c3ccc(C)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,inactive,671.7940000000001,7.162520000000009,1.0,8.0,5.809668301829708
CHEMBL4203520,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCOc1ccc(/C=C/C(=O)c3ccc(C)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,inactive,759.9000000000001,7.195720000000008,1.0,10.0,5.565431095965801
CHEMBL4216382,COc1cc2c(cc1OC)CN(CC(=O)c1cccc(NC(=O)c3ccc4ccccc4n3)c1)CC2,inactive,481.5520000000002,4.745300000000004,1.0,6.0,5.171984935776023
CHEMBL4210356,COCCOc1cc2c(cc1OC)CCN(CC(=O)c1cccc(NC(=O)c3ccc4ccccc4n3)c1)C2,inactive,525.6050000000001,4.761900000000004,1.0,7.0,4.841939206063395
CHEMBL4206629,COCCOCCOCCOc1cc2c(cc1OC)CCN(CC(=O)c1cccc(NC(=O)c3ccc4ccccc4n3)c1)C2,inactive,613.7110000000002,4.795100000000004,1.0,9.0,5.94692155651658
CHEMBL4215970,COc1cc2c(cc1OC)CN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)CC2,inactive,495.57900000000024,5.053720000000004,1.0,6.0,5.057495893831919
CHEMBL4204291,COCCOc1cc2c(cc1OC)CCN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)C2,inactive,539.6320000000001,5.070320000000005,1.0,7.0,4.633763876281707
CHEMBL4208261,COCCOCCOCCOc1cc2c(cc1OC)CCN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)C2,inactive,627.7380000000002,5.103520000000004,1.0,9.0,5.1771783546968955
CHEMBL4216590,COc1cc(OC)c(C(=O)/C=C/c2ccc3nccnc3c2)cc1OC,inactive,350.37400000000014,3.551700000000002,0.0,6.0,5.853871964321762
CHEMBL1946989,COc1cc(OC)c(C(=O)/C=C/c2ccc3c(c2)OCO3)cc1OC,inactive,342.34700000000015,3.337200000000002,0.0,6.0,6.026872146400302
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,inactive,469.58200000000033,3.6373000000000024,2.0,5.0,7.619788758288394
CHEMBL4453052,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(-c5cccc(-c6cn(CCOCCOc7ccc(-c8oc9ccccc9c(=O)c8OCc8cccc(C(=O)OC)c8)cc7)nn6)c5)nn4)cc3)oc3ccccc3c2=O)c1,inactive,1157.2019999999998,10.672799999999995,0.0,20.0,7.609064892896621
CHEMBL4440681,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CCCc5cn(CCOCCOc6ccc(-c7oc8ccccc8c(=O)c7OCc7cccc(C(=O)OC)c7)cc6)nn5)nn4)cc3)oc3ccccc3c2=O)c1,inactive,1123.1850000000002,9.514100000000001,0.0,20.0,7.718966632752273
CHEMBL4474920,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(COCc5cn(CCOCCOc6ccc(-c7oc8ccccc8c(=O)c7OCc7cccc(C(=O)OC)c7)cc6)nn5)nn4)cc3)oc3ccccc3c2=O)c1,inactive,1125.1570000000002,9.055600000000004,0.0,21.0,7.694648630553377
CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,inactive,444.4880000000002,-0.13919999999999944,8.0,10.0,6.043927663004817
CHEMBL4483754,O=[N+]([O-])c1ccc(Nc2nc(-c3cccs3)nc3ccccc23)cc1,inactive,348.38700000000006,5.010100000000002,1.0,6.0,6.474955192963154
CHEMBL4446794,COc1ccc(Nc2nc(-c3cccs3)nc3ccccc23)cc1OC,inactive,363.4420000000001,5.119100000000004,1.0,6.0,6.694648630553377
CHEMBL1307612,CC(=O)Nc1cccc(Nc2nc(-c3cccs3)nc3ccccc23)c1,active,360.44200000000006,5.0603000000000025,2.0,5.0,6.443697499232712
CHEMBL4469532,N#Cc1cccc(Nc2nc(-c3ccc[nH]3)nc3ccccc23)c1,active,311.348,4.240180000000001,2.0,4.0,6.806875401645538
CHEMBL4448170,COc1ccc(Nc2nc(-c3ccc[nH]3)nc3ccccc23)cc1,active,316.3640000000001,4.377100000000002,2.0,4.0,5.590066876668706
CHEMBL4588846,O=[N+]([O-])c1cccc(Oc2nc(-c3ccccc3)nc3ccccc23)c1,active,343.34200000000004,4.997300000000004,0.0,5.0,5.320572103387881
CHEMBL4454183,Brc1cccc(Oc2nc(-c3ccccc3)nc3ccccc23)c1,active,377.24100000000004,5.851600000000004,0.0,3.0,5.413412695328245
CHEMBL4451576,Brc1ccc(Oc2nc(-c3ccccc3)nc3ccccc23)cc1,active,377.24100000000004,5.851600000000004,0.0,3.0,5.138465589140962
CHEMBL4554634,FC(F)(F)c1cccc(Oc2nc(-c3ccccc3)nc3ccccc23)c1,inactive,366.34200000000004,6.107900000000003,0.0,3.0,6.004803708402821
CHEMBL4529348,c1ccc(Sc2nc(-c3ccccc3)nc3ccccc23)cc1,inactive,314.41300000000007,5.448000000000004,0.0,3.0,5.0
CHEMBL4526091,CN(c1ccc(C#N)cc1)c1nc(-c2ccccc2)nc2ccccc12,active,336.3980000000001,4.936380000000003,0.0,4.0,4.996539467890494
CHEMBL4442077,O=C(Nc1nc(-c2ccccc2)nc2ccccc12)c1ccccc1[N+](=O)[O-],active,370.3680000000001,4.457300000000003,1.0,5.0,6.002613615602686
CHEMBL4582715,O=C(Nc1nc(-c2ccccc2)nc2ccccc12)c1ccc([N+](=O)[O-])cc1,active,370.3680000000001,4.457300000000003,1.0,5.0,7.031050319018657
CHEMBL289959,c1ccc(Nc2ncnc3ccccc23)cc1,active,221.26300000000003,3.373400000000001,1.0,3.0,4.97061622231479
CHEMBL4533300,O=[N+]([O-])c1cc(Nc2ncnc3ccccc23)ccc1O,active,282.25900000000007,2.987200000000001,2.0,6.0,5.5376020021010435
CHEMBL166336,Oc1ccc(Nc2ncnc3ccccc23)cc1,active,237.26200000000003,3.0790000000000006,2.0,4.0,5.580044251510242
CHEMBL4561833,N#Cc1ccc(Nc2ncnc3ccccc23)cc1,active,246.27300000000002,3.2450800000000015,1.0,4.0,5.896196279044043
CHEMBL117697,COc1cccc(Nc2ncnc3ccccc23)c1,active,251.28900000000002,3.3820000000000014,1.0,4.0,6.1904402853647325
CHEMBL4560864,CSc1cccc(Nc2ncnc3ccccc23)c1,active,267.35699999999997,4.095300000000002,1.0,4.0,5.8696662315049934
CHEMBL92985,Fc1cccc(Nc2ncnc3ccccc23)c1,active,239.25300000000004,3.512500000000001,1.0,3.0,5.090443970758825
CHEMBL4524796,CC(=O)Nc1cccc(Nc2ncnc3ccccc23)c1,active,278.315,3.331800000000001,2.0,4.0,4.539102157243452
CHEMBL1194993,c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,297.36100000000005,5.040400000000003,1.0,3.0,6.054531414868181
CHEMBL2158556,O=[N+]([O-])c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,342.35800000000006,4.9486000000000026,1.0,5.0,7.157390760389438
CHEMBL2158554,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1OC,active,357.4130000000001,5.057600000000003,1.0,5.0,6.818156412055227
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.6439741428068775
CHEMBL4470633,N#Cc1cccc(Nc2nc(-c3cccs3)nc3ccccc23)c1,active,328.40000000000003,4.973580000000002,1.0,5.0,7.343901797987168
CHEMBL4469532,N#Cc1cccc(Nc2nc(-c3ccc[nH]3)nc3ccccc23)c1,active,311.348,4.240180000000001,2.0,4.0,8.09799710864927
CHEMBL4456005,O=C(Nc1nc(-c2ccccc2)nc2ccccc12)c1cccc([N+](=O)[O-])c1,active,370.3680000000001,4.457300000000003,1.0,5.0,7.325138859262188
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.694648630553377
CHEMBL4563172,O=C(c1ccc2c(c1)OCCO2)C1CCN(C(=O)c2ccc(-n3cccn3)cc2)CC1,active,417.4650000000001,3.3786000000000023,0.0,6.0,4.982966660701219
CHEMBL1722772,N#Cc1ccc(CN2CCN(C(=O)c3cn(Cc4ccccc4)nc3-c3cccnc3)CC2)cc1,active,462.5570000000002,3.8230800000000027,0.0,6.0,4.8124792791635365
CHEMBL4518044,Cc1cc(C)c2c(n1)sc1c(N3CCN(Cc4ccccc4Cl)CC3)ncnc12,active,423.9730000000001,4.831940000000004,0.0,6.0,5.061480274823508
CHEMBL4446615,O=C(CSc1nnc(-c2ccc(F)cc2)o1)N1CCN(Cc2ccc3c(c2)CCO3)CC1,active,454.52700000000044,3.2471000000000023,0.0,7.0,4.841637507904751
CHEMBL4434808,Cc1nc2cc(NC(=O)C3CCCN(c4cc(-n5cccn5)ncn4)C3)ccc2s1,active,419.51400000000007,3.435520000000002,1.0,8.0,5.856985199745905
CHEMBL575448,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,active,461.5050000000001,3.605100000000001,3.0,8.0,4.991399828238082
CHEMBL4519515,CC1CCc2c(sc3nc(-c4cccnc4)nc(N4CCN(C(C(N)=O)c5ccccc5)CC4)c23)C1,active,498.6560000000004,4.226700000000003,1.0,7.0,5.623423042943488
CHEMBL4561820,O=C(c1cc(-c2cccnc2)nc2ccccc12)N1CCN(Cc2cccs2)CC1,inactive,414.5340000000003,4.316300000000004,0.0,5.0,4.795880017344075
CHEMBL4538625,COc1cc(/C=C/C(=O)c2cccc(O)c2)cc(OC)c1OC,inactive,314.3370000000001,3.3141000000000016,1.0,5.0,5.368556230986828
CHEMBL194094,COc1cc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)ccc1O,active,344.36300000000006,3.3227000000000024,1.0,6.0,5.705533773838407
CHEMBL4579602,CCCCOc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1,active,296.366,4.467200000000004,1.0,3.0,5.137272471682025
CHEMBL4458524,O=C(/C=C/c1cccs1)c1ccc(O)cc1,active,230.288,3.349800000000002,1.0,3.0,4.739928612014925
CHEMBL437571,O=C(/C=C/c1ccco1)c1ccccc1O,active,214.22,2.8813000000000017,1.0,3.0,4.790484985457369
CHEMBL1253710,O=C(/C=C/c1cccs1)c1ccccc1O,active,230.288,3.3498000000000023,1.0,3.0,4.978810700930062
CHEMBL4279728,O=C(COc1cccc(C(=O)/C=C/c2ccccc2)c1)Nc1ccc2c(c1)COC2=O,active,413.4290000000002,4.270600000000003,1.0,5.0,5.216096420727265
CHEMBL4289993,COc1ccc(/C=C/C(=O)c2cccc(OCC(=O)Nc3ccc4c(c3)COC4=O)c2)cc1OC,active,473.4810000000002,4.2878000000000025,1.0,7.0,4.920818753952375
CHEMBL4210110,COc1cc(/C=C/C(=O)c2cccc(OCC(=O)Nc3ccc4c(c3)COC4=O)c2)cc(OC)c1OC,active,503.5070000000003,4.296400000000003,1.0,8.0,5.0030507515046185
CHEMBL4277156,COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)Nc3ccc4c(c3)COC4=O)cc2)cc1OC,active,473.4810000000002,4.2878000000000025,1.0,7.0,5.178486471595227
CHEMBL4282762,COc1cc(/C=C/C(=O)c2ccc(OCC(=O)Nc3ccc4c(c3)COC4=O)cc2)cc(OC)c1OC,active,503.50700000000035,4.296400000000003,1.0,8.0,5.073657553374345
CHEMBL4202737,COc1cc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)ccc1OCC(=O)Nc1ccc2c(c1)COC2=O,active,533.5330000000004,4.305000000000003,1.0,9.0,4.943095148663527
CHEMBL4278234,O=C(COc1ccc(C(=O)/C=C/c2c(F)cccc2F)cc1)Nc1ccc2c(c1)COC2=O,active,449.40900000000016,4.5488000000000035,1.0,5.0,4.962573502059376
CHEMBL4291124,CCOc1ccc(/C=C/C(=O)c2ccc(OCC(=O)Nc3ccc4c(c3)COC4=O)cc2)cc1,active,457.48200000000014,4.669300000000003,1.0,6.0,4.696803942579511
CHEMBL4289203,COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)NCc3ccc4c(c3)OCO4)cc2)cc1,inactive,445.4710000000002,4.015200000000003,1.0,6.0,5.0
CHEMBL4282834,COc1cc(/C=C/C(=O)c2ccc(OCC(=O)NCc3ccc4c(c3)OCO4)cc2)cc(OC)c1OC,inactive,505.52300000000037,4.0324000000000035,1.0,8.0,5.161780778092374
CHEMBL4294098,COc1ccc(/C=C/C(=O)c2cccc(OCC(=O)Nc3ccc(OC)c(OC)c3)c2)cc1OC,active,477.5130000000002,4.634600000000003,1.0,7.0,5.198596289982645
CHEMBL4289201,COc1cccc(/C=C/C(=O)c2ccc(OCC(=O)Nc3ccc(OC)c(OC)c3)cc2)c1,active,447.48700000000014,4.626000000000004,1.0,6.0,5.446116973356125
CHEMBL4283519,COc1ccc(NC(=O)COc2ccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)cc2)cc1OC,active,507.5390000000003,4.643200000000005,1.0,8.0,5.4723700991286615
CHEMBL4474709,COc1ccc(-c2c(OCC(=O)Nc3cccc4ccccc34)oc3ccccc3c2=O)cc1,inactive,451.4780000000002,5.639300000000005,1.0,5.0,5.293282217663241
CHEMBL2158554,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1OC,inactive,357.4130000000001,5.057600000000003,1.0,5.0,6.818156412055227
CHEMBL4446671,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1F,inactive,345.37700000000007,5.188100000000002,1.0,4.0,6.059483515067432
CHEMBL4558657,COc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1Br,inactive,406.2830000000001,5.811500000000002,1.0,4.0,6.539102157243452
CHEMBL4475288,CC(C)(C)OC(=O)c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,397.47800000000007,5.995700000000005,1.0,5.0,5.247951552180561
CHEMBL1624741,O=C(O)c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,341.37000000000006,4.738600000000003,2.0,4.0,5.195179321278838
CHEMBL4453876,C#Cc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,active,321.38300000000004,5.021700000000003,1.0,3.0,6.172630726946175
CHEMBL1474597,Cc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,inactive,311.3880000000001,5.3488200000000035,1.0,3.0,5.939302159646388
CHEMBL1534709,Cc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,311.3880000000001,5.3488200000000035,1.0,3.0,5.8297382846050425
CHEMBL4458072,CC(C)(C)c1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,active,353.46900000000005,6.337900000000006,1.0,3.0,5.97061622231479
CHEMBL4578761,CC(C)(C)c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,353.46900000000005,6.337900000000006,1.0,3.0,5.97469413473523
CHEMBL4455303,COc1cccc(Nc2cc(-c3ccccc3)nc3ccccc23)c1,active,326.39900000000006,5.6540000000000035,1.0,3.0,6.021819483062586
CHEMBL4462578,CSc1cccc(Nc2cc(-c3ccccc3)nc3ccccc23)c1,active,342.46700000000004,6.367300000000005,1.0,3.0,5.721246399047171
CHEMBL4437626,CC(=O)Nc1cccc(Nc2cc(-c3ccccc3)nc3ccccc23)c1,active,353.42500000000007,5.603800000000003,2.0,3.0,5.787812395596042
CHEMBL4530796,N#Cc1ccc(Nc2cc(-c3ccccc3)nc3ccccc23)cc1,active,321.38300000000004,5.5170800000000035,1.0,3.0,6.0726296369609765
CHEMBL4441537,Fc1cccc(Nc2cc(-c3ccccc3)nc3ccccc23)c1,active,314.36300000000006,5.784500000000004,1.0,2.0,5.671620396561262
CHEMBL428402,O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,active,526.6400000000002,6.340200000000006,2.0,4.0,6.152427340857888
CHEMBL1307877,CC(=O)Nc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,active,354.41300000000007,4.998800000000003,2.0,4.0,6.555955204081924
CHEMBL4069582,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1O,active,358.3570000000001,4.654200000000002,2.0,6.0,7.096910013008056
CHEMBL4528016,O=S(=O)(F)c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,379.4160000000001,4.6986000000000026,1.0,5.0,6.2549252084179425
CHEMBL1410991,Oc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,313.36000000000007,4.746000000000003,2.0,4.0,6.690369832574102
CHEMBL4088022,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,322.37100000000004,4.912080000000003,1.0,4.0,7.1555228242543185
CHEMBL4069582,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1O,active,358.3570000000001,4.654200000000002,2.0,6.0,6.94692155651658
